result,season,matchweek,date,hometeam,awayteam,big_six_ad,promoted_team_ad,position_table_ad,total_pts_ad,npxGD_ma_ad,ip_ad,saa_ad,proba_h,proba_d,proba_a
A,14,19,2014-12-28,hull,leicester,0,1,3,6,-0.24912254406511974,1,-1.1000000000000014,0.37974871332549726,0.305218592018624,0.3150326946558788
D,14,19,2014-12-28,man_city,burnley,1,1,17,27,1.0916864673458346,10,2.2699999999999996,0.8097846068028245,0.13422457181252298,0.055990821384652445
H,14,19,2014-12-28,newcastle,everton,0,0,2,2,-0.2689337215832383,0,-2.91,0.3797516539905138,0.28370981126616873,0.3365385347433174
D,14,19,2014-12-28,queens_rangers,crystal_palace,0,-1,2,2,-0.013210427231721944,3,0.629999999999999,0.37650117806735955,0.2993587348547813,0.3241400870778592
D,14,19,2014-12-28,southampton,chelsea,-1,0,-3,-13,-0.7877634010580772,-7,-1.4499999999999993,0.21225407532321527,0.2770095559302979,0.5107363687464869
H,14,19,2014-12-28,stoke,west_brom,0,0,4,5,0.2883833623580352,0,-1.1799999999999997,0.48049723096537716,0.2926012988565282,0.22690147017809476
D,14,19,2014-12-28,tottenham,man_united,0,0,-4,-5,-0.17843504416833503,-3,-2.3599999999999994,0.31821902111638567,0.2784416434768375,0.4033393354067769
A,14,19,2014-12-28,west_ham,arsenal,-1,0,1,1,-0.7687861174223027,-4,0.46000000000000085,0.24626247511656804,0.2685273016339564,0.4852102232494756
H,14,19,2014-12-29,liverpool,swansea,1,0,-1,-3,0.2213721957111265,4,-0.5399999999999991,0.5688843332585926,0.25481277427207794,0.1763028924693296
D,14,20,2015-01-01,aston_villa,crystal_palace,0,0,5,5,-0.18301210413800909,4,-2.460000000000001,0.4225987296528838,0.30353840643798463,0.2738628639091314
H,14,20,2015-01-01,hull,everton,0,0,-5,-5,-0.3613995131725618,-5,1.2699999999999996,0.31148186334239386,0.29288593120254947,0.39563220545505673
D,14,20,2015-01-01,liverpool,leicester,1,1,12,15,0.9087985541105978,8,-1.3599999999999994,0.6955064901130487,0.19613283021187972,0.10836067967507164
H,14,20,2015-01-01,man_city,sunderland,1,0,12,23,0.518675436147065,5,0.9100000000000001,0.790050672383551,0.13895926719937635,0.07099006041707269
D,14,20,2015-01-01,newcastle,burnley,0,1,9,10,0.3083251296510052,7,-1.370000000000001,0.5080940423699783,0.27779645942607883,0.21410949820394282
D,14,20,2015-01-01,queens_rangers,swansea,0,-1,-6,-10,0.2018422570773449,0,0.19000000000000128,0.31269419216061184,0.28287075764818354,0.40443505019120457
H,14,20,2015-01-01,southampton,arsenal,-1,0,1,0,-0.32839875494485227,-5,-3,0.37108576103258645,0.2839612780075444,0.34495296095986916
D,14,20,2015-01-01,stoke,man_united,-1,0,-8,-11,-0.4118787954538658,-6,-0.2699999999999996,0.21990899656741436,0.2756605731619701,0.5044304302706154
H,14,20,2015-01-01,tottenham,chelsea,0,0,-6,-15,-1.1964410412054862,-3,-2.370000000000001,0.16335832965740332,0.24261138067931184,0.5940302896632849
D,14,20,2015-01-01,west_ham,west_brom,0,0,10,14,0.02477344028748185,0,-0.9100000000000001,0.5269490917709403,0.2599801885129838,0.2130707197160759
H,14,21,2015-01-10,burnley,queens_rangers,0,0,-3,-2,-0.455064566102384,-5,-3.1799999999999997,0.46606162426173864,0.27569842561962005,0.2582399501186414
H,14,21,2015-01-10,chelsea,newcastle,1,0,8,19,1.5197936648175723,4,0.9100000000000001,0.8082277308560489,0.1286783624126078,0.06309390673134317
H,14,21,2015-01-10,crystal_palace,tottenham,-1,0,-13,-17,-0.022476035241604214,-6,2.91,0.28430133763234716,0.2810335061653087,0.43466515620234414
D,14,21,2015-01-10,everton,man_city,-1,0,-11,-25,-1.023800838164277,-3,-0.2699999999999996,0.2203293889323162,0.24389696038527547,0.5357736506824083
H,14,21,2015-01-10,leicester,aston_villa,0,-1,-8,-8,-0.2793807967786188,-5,2.5500000000000007,0.4423380726698262,0.2922590837282781,0.26540284360189575
A,14,21,2015-01-10,sunderland,liverpool,-1,0,-6,-9,-0.6022375938279653,-4,2.539999999999999,0.24992849818280743,0.2891184697913542,0.4609530320258383
D,14,21,2015-01-10,swansea,west_ham,0,0,-2,-3,-0.30059848464343747,0,0.7300000000000004,0.44948713947252683,0.2768028147034205,0.2737100458240526
H,14,21,2015-01-10,west_brom,hull,0,0,-2,-1,0.15058096004616423,3,2.1799999999999997,0.4871799038614669,0.29854622157364286,0.21427387456489022
H,14,21,2015-01-11,arsenal,stoke,1,0,5,7,0.5064556225472421,4,-1.5399999999999991,0.6531624837419914,0.2153282913435137,0.1315092249144949
A,14,21,2015-01-11,man_united,southampton,1,0,1,1,-0.2445520175245603,7,0.17999999999999972,0.5327049752243996,0.2692794380255207,0.19801558675007985
A,14,22,2015-01-17,aston_villa,liverpool,-1,0,-5,-10,-0.8159374454811557,-3,1,0.21752519596864503,0.26455767077267633,0.5179171332586786
A,14,22,2015-01-17,burnley,crystal_palace,0,-1,-2,0,-0.1944789943350415,-2,-1.8200000000000003,0.3970979171744061,0.30747080107234587,0.29543128175324795
A,14,22,2015-01-17,leicester,stoke,0,-1,-9,-9,-0.1479552735305326,-4,0.629999999999999,0.385880077369439,0.29170696324951645,0.3224129593810445
A,14,22,2015-01-17,newcastle,southampton,0,0,-7,-12,-0.8247041196774392,3,0.2699999999999996,0.3409190405603643,0.3019869279037795,0.35709403153585606
A,14,22,2015-01-17,queens_rangers,man_united,-1,-1,-15,-18,-0.43758365287171896,-6,3.09,0.16834669549645034,0.22205005310957138,0.6096032513939784
A,14,22,2015-01-17,swansea,chelsea,-1,0,-8,-19,-1.5442873317152281,-6,1.3599999999999994,0.14119922630560927,0.2234042553191489,0.6353965183752417
H,14,22,2015-01-17,tottenham,sunderland,1,0,10,14,0.19540814912258164,3,-3.460000000000001,0.6240413158388418,0.22522870479700727,0.150729979364151
A,14,22,2015-01-18,man_city,arsenal,0,0,3,11,0.07366670198471903,1,0.9100000000000001,0.5446180937706361,0.23508694695135368,0.22029495927801004
H,14,22,2015-01-18,west_ham,hull,0,0,11,14,0.11401094329966585,3,0,0.5536619835397789,0.2648599218555158,0.1814780946047053
D,14,22,2015-01-19,everton,west_brom,0,0,2,1,-0.11695857779931443,2,-2.8200000000000003,0.5158014033305878,0.2729868151331802,0.21121178153623207
D,14,23,2015-01-31,chelsea,man_city,0,0,1,5,0.7005357975588365,1,-1.0899999999999999,0.4623135105128028,0.28245090555825414,0.2552355839289432
A,14,23,2015-01-31,crystal_palace,everton,0,0,-1,0,0.038893359834229674,-5,0.5399999999999991,0.38412102599101394,0.2968207928112381,0.31905818119774776
A,14,23,2015-01-31,hull,newcastle,0,0,-7,-8,-0.31787651781068227,-5,2.460000000000001,0.3770536692223439,0.30257393209200434,0.3203723986856517
H,14,23,2015-01-31,liverpool,west_ham,1,0,-1,-1,0.43692990414754496,4,-2.8200000000000003,0.5947749785605091,0.23091263873525647,0.17431238270423446
H,14,23,2015-01-31,man_united,leicester,1,1,16,23,0.629030862899622,10,-1,0.7085081534668454,0.18802716380466283,0.10346468272849171
H,14,23,2015-01-31,stoke,queens_rangers,0,1,9,10,0.09081062924144727,0,-2.3599999999999994,0.5466441536513297,0.26445757703672435,0.18889826931194595
H,14,23,2015-01-31,sunderland,burnley,0,1,1,0,-0.22744004236505141,5,1.2699999999999996,0.4158115036891547,0.3038127395375867,0.2803757567732586
A,14,23,2015-01-31,west_brom,tottenham,-1,0,-8,-15,0.12290075082523394,-3,3.6400000000000006,0.3173621435137374,0.29806961199314547,0.38456824449311716
H,14,23,2015-02-01,arsenal,aston_villa,1,0,10,17,1.0699083835238252,3,-0.17999999999999972,0.7593950850661625,0.16192060491493385,0.0786843100189036
A,14,23,2015-02-01,southampton,swansea,0,0,6,12,1.034971343921658,-1,-0.5500000000000007,0.587041500668157,0.24819222939641064,0.16476626993543228
A,14,24,2015-02-07,aston_villa,chelsea,-1,0,-15,-31,-1.679705749014373,-5,-2.460000000000001,0.11778430694780503,0.20800207397165568,0.6742136190805392
D,14,24,2015-02-07,everton,liverpool,-1,0,-5,-12,-0.7507664590265068,-2,1.7199999999999989,0.27908662558898156,0.29684668358100763,0.4240666908300109
A,14,24,2015-02-07,leicester,crystal_palace,0,-1,-7,-6,-0.26885106246802515,-1,0.8200000000000003,0.412989472511558,0.295705453127611,0.2913050743608311
D,14,24,2015-02-07,man_city,hull,1,0,16,29,1.0628546875165208,8,0.629999999999999,0.805665990890182,0.1365156262341697,0.05781838287564835
A,14,24,2015-02-07,queens_rangers,southampton,0,-1,-15,-23,-0.6527347052142176,1,3.2699999999999996,0.22140209841694528,0.26508413405055875,0.513513767532496
D,14,24,2015-02-07,swansea,sunderland,0,0,5,10,-0.3747895003412219,0,-2.7300000000000004,0.4971429311841611,0.2782305609184083,0.22462650789743055
H,14,24,2015-02-07,tottenham,arsenal,0,0,-1,-2,-0.9692871291726607,-1,-1.4600000000000009,0.2849296581946934,0.2832826659507934,0.4317876758545133
D,14,24,2015-02-08,burnley,west_brom,0,-1,-2,-2,-0.10117323826566743,-5,-2,0.3869678481099057,0.3117925655153061,0.3012395863747881
D,14,24,2015-02-08,newcastle,stoke,0,0,-1,-2,-0.14264130648075085,2,-1,0.43345263798524875,0.2898233614930953,0.27672400052165597
D,14,24,2015-02-08,west_ham,man_united,-1,0,-5,-7,-0.6448446064793492,-6,1.1799999999999997,0.22794574099954473,0.26419587231753167,0.5078583866829235
H,14,25,2015-02-10,arsenal,leicester,1,1,14,25,0.9409745160997198,8,-2.1799999999999997,0.7523742904032932,0.16438429874357666,0.0832414108531303
H,14,25,2015-02-10,hull,aston_villa,0,0,-2,-2,0.0919398574479679,-4,1,0.4476515654473986,0.3054071427818701,0.2469412917707312
H,14,25,2015-02-10,liverpool,tottenham,0,0,-2,-4,0.8481278361497835,1,0.5500000000000007,0.5155280671931552,0.2598152062777175,0.22465672652912727
A,14,25,2015-02-10,sunderland,queens_rangers,0,1,5,5,-0.3672035267793565,0,-1.3599999999999994,0.510858796332699,0.2687257230024061,0.22041548066489483
H,14,25,2015-02-11,chelsea,everton,1,0,11,29,1.3323129261374895,4,-0.7300000000000004,0.7018282012138364,0.19078824887366422,0.10738354991249953
D,14,25,2015-02-11,crystal_palace,newcastle,0,0,-2,-5,0.06962850294347511,-5,2.2699999999999996,0.43912391109575877,0.28886322175325724,0.27201286715098394
H,14,25,2015-02-11,man_united,burnley,1,1,13,23,0.8107655077010194,11,-0.5500000000000007,0.740642941106322,0.1761529157225847,0.0832041431710932
D,14,25,2015-02-11,southampton,west_ham,0,0,5,8,0.6757793099484117,-1,-1.9100000000000001,0.583412197278806,0.23674697860589228,0.17984082411530167
A,14,25,2015-02-11,stoke,man_city,-1,0,-8,-16,-0.7091190666426234,-5,-1.629999999999999,0.17476383436428028,0.2331574783046126,0.5920786873311071
H,14,25,2015-02-11,west_brom,swansea,0,0,-6,-11,0.47101471343352186,0,1.370000000000001,0.4134900289642774,0.3024602989646103,0.2840496720711123
A,14,26,2015-02-21,aston_villa,stoke,0,0,-8,-11,-0.26268935018759043,1,-1.1900000000000013,0.37411321847401185,0.30346025770957,0.3224265238164181
D,14,26,2015-02-21,chelsea,burnley,1,1,18,38,1.2566570136128232,11,0.7199999999999989,0.8150939969121789,0.1304150395059486,0.05449096358187267
A,14,26,2015-02-21,crystal_palace,arsenal,-1,0,-8,-18,-0.6341168309145624,-7,1.370000000000001,0.1947139625909446,0.25505500828970085,0.5502310291193546
H,14,26,2015-02-21,hull,queens_rangers,0,1,1,1,-0.13170448172957822,-3,-1.1799999999999997,0.528785840960758,0.2763428829879667,0.19487127605127536
H,14,26,2015-02-21,man_city,newcastle,1,0,9,20,0.7531457193214888,3,2,0.7615187713310582,0.15593003412969286,0.08255119453924915
D,14,26,2015-02-21,sunderland,west_brom,0,0,-1,-2,-0.427274007424709,0,0.19000000000000128,0.34171035148247564,0.30551673169928506,0.35277291681823925
H,14,26,2015-02-21,swansea,man_united,-1,0,-6,-13,-0.7074697756602402,-6,1,0.2557895072149842,0.2968708523131484,0.4473396404718675
D,14,26,2015-02-22,everton,leicester,0,1,8,10,0.23671313625170456,6,-3.460000000000001,0.5468457436078112,0.26599290246140816,0.1871613539307805
A,14,26,2015-02-22,southampton,liverpool,-1,0,3,4,-0.021010685954582775,-5,2.2699999999999996,0.3683805313107443,0.2960399435911118,0.3355795250981438
D,14,26,2015-02-22,tottenham,west_ham,1,0,2,5,0.12583894542207802,3,-2.8200000000000003,0.5440528634361234,0.25770925110132165,0.19823788546255508
A,14,27,2015-02-28,burnley,swansea,0,-1,-9,-15,0.10025774481388877,-5,-0.08999999999999986,0.3890886022414888,0.304504123493339,0.3064072742651724
H,14,27,2015-02-28,man_united,sunderland,1,0,12,22,0.5739204903048131,6,-2.719999999999999,0.7049527836424535,0.19676392957088557,0.09828328678666101
H,14,27,2015-02-28,newcastle,aston_villa,0,0,8,10,0.026510511428184058,1,-0.08999999999999986,0.4925408709337217,0.28004466661660177,0.22741446244967667
H,14,27,2015-02-28,stoke,hull,0,0,5,10,-0.02340311297538128,3,-0.5399999999999991,0.4805095675519175,0.3006869686521202,0.2188034637959624
H,14,27,2015-02-28,west_brom,southampton,0,0,-9,-19,-0.5433460273516281,1,2.8099999999999987,0.2883234664315405,0.29978586723768735,0.41189066633077215
A,14,27,2015-02-28,west_ham,crystal_palace,0,0,5,12,-0.27651688419160975,3,-1.3599999999999994,0.43036324662534037,0.29555066334511326,0.27408609002954637
H,14,27,2015-03-01,arsenal,everton,1,0,9,20,0.6144563188136444,2,1.0899999999999999,0.6280081756444913,0.21770950089009034,0.15428232346541837
H,14,27,2015-03-01,liverpool,man_city,0,0,-4,-10,-0.21144573720878246,-1,-4.73,0.29778043521588665,0.27063470493377545,0.4315848598503379
H,14,27,2015-03-03,aston_villa,west_brom,0,0,-5,-5,-0.4288095250562675,1,-2.5500000000000007,0.3314996043005771,0.3154593008666783,0.3530410948327446
D,14,27,2015-03-03,hull,sunderland,0,0,1,1,0.11229903284499695,-3,-1.7300000000000004,0.42992987559974816,0.30442239638739926,0.2656477280128525
H,14,28,2015-03-03,southampton,crystal_palace,0,0,5,16,0.4110923000176744,2,-1.2699999999999996,0.5798930552326546,0.2525822843668006,0.16752466040054467
H,14,28,2015-03-04,liverpool,burnley,1,1,13,26,0.7588819018613766,9,-2.6400000000000006,0.7168885516606297,0.18289335489293534,0.10021809344643498
H,14,28,2015-03-04,man_city,leicester,1,1,18,37,1.345016234241827,9,-1.1799999999999997,0.782608695652174,0.13586956521739132,0.08152173913043478
A,14,28,2015-03-04,newcastle,man_united,-1,0,-7,-15,-0.8368382915079136,-4,1.629999999999999,0.21292349660228463,0.2604915118006674,0.526584991597048
A,14,28,2015-03-04,queens_rangers,arsenal,-1,-1,-14,-29,-0.9019657274864059,-4,1.8999999999999986,0.14227789305362545,0.19439949743960708,0.6633226095067674
H,14,28,2015-03-04,stoke,everton,0,0,4,11,0.16926318988919625,-2,1.2800000000000011,0.3690596755393346,0.293696138191963,0.33724418626870234
H,14,28,2015-03-04,tottenham,swansea,1,0,2,7,0.20768764824223576,3,-3,0.5477431543486674,0.26076070379896665,0.19149614185236613
A,14,28,2015-03-04,west_ham,chelsea,-1,0,-8,-24,-1.1569368783833234,-6,-0.46000000000000085,0.15882957882148194,0.23150160309357506,0.609668818084943
A,14,28,2015-03-07,queens_rangers,tottenham,-1,-1,-11,-25,-0.2953671650403522,-3,4.449999999999999,0.21699751082477461,0.2452778881753718,0.5377246009998535
H,14,28,2015-03-14,arsenal,west_ham,1,0,6,12,0.6389901558507675,4,-0.6400000000000006,0.7315056294128872,0.1704726162457859,0.0980217543413269
H,14,29,2015-03-14,burnley,man_city,-1,-1,-17,-36,-1.2893610726387972,-10,-2.539999999999999,0.12273246173203674,0.19065236773908617,0.6866151705288769
H,14,29,2015-03-14,crystal_palace,queens_rangers,0,1,6,8,0.3116667586385806,-3,-0.08999999999999986,0.5501216951755442,0.25973915581232593,0.19013914901212983
D,14,29,2015-03-14,leicester,hull,0,-1,-5,-8,-0.4802565639898003,-1,1.7300000000000004,0.46170587625660686,0.2966110477769717,0.24168307596642138
A,14,29,2015-03-14,sunderland,aston_villa,0,0,1,1,-0.07616953059676007,-1,3.539999999999999,0.4219545269130558,0.29754848098428244,0.2804969921026617
H,14,29,2015-03-14,west_brom,stoke,0,0,-5,-12,0.04449824478444468,0,0.08999999999999986,0.3823860695911596,0.3097811196687875,0.30783281074005303
D,14,29,2015-03-15,chelsea,southampton,1,0,6,15,0.5775855464152015,7,1.6400000000000006,0.6056503456376139,0.2541848600862525,0.14016479427613351
H,14,29,2015-03-15,everton,newcastle,0,0,-3,-7,0.06132938782962738,0,0,0.5388585059343728,0.2657784500814522,0.19536304398417503
H,14,29,2015-03-15,man_united,tottenham,0,0,2,3,0.46888746619267596,3,2.7300000000000004,0.5299100052938062,0.25463208046585495,0.2154579142403388
A,14,29,2015-03-16,swansea,liverpool,-1,0,-4,-11,-0.9073353323804175,-4,2.4499999999999993,0.23347583031897398,0.27622492601118054,0.4902992436698454
A,14,29,2015-03-21,aston_villa,swansea,0,0,-8,-15,0.08501459582681586,1,-1.3599999999999994,0.3695568194422665,0.30508584782617015,0.32535733273156353
H,14,30,2015-03-21,man_city,west_brom,1,0,11,25,0.8090382369098387,5,0.2699999999999996,0.7491883792558063,0.1635727961375177,0.0872388246066761
A,14,30,2015-03-21,newcastle,arsenal,-1,0,-8,-22,-1.2458034222681245,-2,-0.9100000000000001,0.17082640044370492,0.23386947679792935,0.5953041227583656
H,14,30,2015-03-21,southampton,burnley,0,1,12,25,0.7473472341801928,4,-0.6400000000000006,0.6668163448585541,0.21216883700044906,0.12101481814099688
A,14,30,2015-03-21,stoke,crystal_palace,0,0,4,9,-0.1535574147219121,3,1.0899999999999999,0.3853546980299197,0.30877001040883156,0.3058752915612487
H,14,30,2015-03-21,tottenham,leicester,1,1,13,31,0.42692210332362607,7,-4.91,0.5875781552452259,0.2387483015229993,0.17367354323177472
H,14,30,2015-03-21,west_ham,sunderland,0,0,7,13,0.00510373117582813,0,-1.370000000000001,0.5307992784025651,0.2720162507049157,0.1971844708925192
A,14,30,2015-03-22,hull,chelsea,-1,0,-14,-39,-1.0408468078765052,-9,1.0899999999999999,0.12261529334623911,0.2404221438161551,0.6369625628376058
A,14,30,2015-03-22,liverpool,man_united,0,0,-1,-2,0.0399459180575189,-2,-1.5399999999999991,0.4197029794299419,0.3008947514066968,0.27940226916336136
A,14,30,2015-03-22,queens_rangers,everton,0,-1,-5,-9,-0.4275739185832663,-2,2.460000000000001,0.2683956043956044,0.27595604395604395,0.4556483516483517
H,14,30,2015-04-04,arsenal,liverpool,0,0,2,3,0.28489330014111325,0,1.5500000000000007,0.5288772207132324,0.26161038992499464,0.20951238936177305
H,14,31,2015-04-04,chelsea,stoke,1,0,9,28,1.127399776373241,6,-0.08999999999999986,0.7433953323065988,0.1784148797535837,0.07818978793981755
H,14,31,2015-04-04,everton,southampton,0,0,-7,-19,-0.5807748546344684,3,1.7199999999999989,0.3380694330084446,0.3054209830917412,0.35650958389981424
H,14,31,2015-04-04,leicester,west_ham,0,-1,-10,-20,0.032728848004182465,-4,1.0899999999999999,0.46226966542337034,0.26923398096086404,0.2684963536157658
H,14,31,2015-04-04,man_united,aston_villa,1,0,12,31,0.7556684687024766,5,0.46000000000000085,0.7194570369242757,0.1903621731939718,0.09018078988175254
H,14,31,2015-04-04,swansea,hull,0,0,7,15,-0.32434769347913656,3,-0.7300000000000004,0.473809515814358,0.2954173788360605,0.2307731053495814
A,14,31,2015-04-04,west_brom,queens_rangers,0,1,6,11,0.16688672826140538,0,0.8099999999999987,0.533044420368364,0.266522210184182,0.20043336944745396
D,14,31,2015-04-05,burnley,tottenham,-1,-1,-11,-28,-0.3771726048288079,-8,3.6400000000000006,0.3024975244801408,0.27686214104962037,0.42064033447023874
H,14,31,2015-04-05,sunderland,newcastle,0,0,-5,-9,-0.14717372949358704,-2,2.09,0.3414897057238331,0.3182063166972081,0.3403039775789587
H,14,31,2015-04-06,crystal_palace,man_city,-1,0,-9,-25,-1.2587988782928303,-8,-0.2699999999999996,0.17485124747822978,0.23882121606782603,0.5863275364539442
D,14,31,2015-04-07,aston_villa,queens_rangers,0,1,4,6,0.2092662652269715,1,-0.46000000000000085,0.47094876195145863,0.28895971234779766,0.24009152570074363
A,14,32,2015-04-11,burnley,arsenal,-1,-1,-16,-37,-1.0847034856582993,-9,1.5500000000000007,0.15005701676269695,0.24695313060192584,0.6029898526353772
H,14,32,2015-04-11,southampton,hull,0,0,9,25,0.3354694269002425,2,-0.5500000000000007,0.6167625308134757,0.24213640098603123,0.141101068200493
A,14,32,2015-04-11,sunderland,crystal_palace,0,0,-4,-10,-0.4236762429772622,3,0.2699999999999996,0.34775304171717014,0.30935759547079494,0.3428893628120349
D,14,32,2015-04-11,swansea,everton,0,0,4,9,-0.08639195917577205,-2,-2.4499999999999993,0.38890399782431334,0.29698123470220295,0.3141147674734839
A,14,32,2015-04-11,tottenham,aston_villa,1,0,11,26,0.2096471645875774,2,-3.2699999999999996,0.6022412281740861,0.23942761022530742,0.15833116160060648
A,14,32,2015-04-11,west_brom,leicester,0,1,5,8,0.024796099443324754,4,-0.28000000000000114,0.4133467722511052,0.2906919436899464,0.29596128405894845
D,14,32,2015-04-11,west_ham,stoke,0,0,1,0,-0.15139692027835855,0,-0.2699999999999996,0.4568342190086244,0.2846937886575486,0.258471992333827
H,14,32,2015-04-12,man_united,man_city,0,0,1,1,-0.47526850069964977,1,-1.2699999999999996,0.3490529674196367,0.29812730651950736,0.3528197260608559
A,14,32,2015-04-12,queens_rangers,chelsea,-1,-1,-19,-48,-1.54426304084079,-6,-0.17999999999999972,0.10300206725552127,0.20301237322146307,0.6939855595230157
